index,start,end,filename,model,description,url
11,00:22,00:24,011_00-22_00-24.png,nano_banana,A hand trading a scary '$$$' price tag for a product box labeled 'BUY'.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230623_42eae8e0-539e-48f9-bacb-84e94216ae66.png
12,00:24,00:27,012_00-24_00-27.png,nano_banana_pro,"The man leaning in with a finger to his lips 'shhh', a small 'TRUTH' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230626_0fd54592-9660-4c75-9e1b-f423acd32d96.png
13,00:28,00:32,013_00-28_00-32.png,nano_banana_pro,The man pointing at a label 'AGE 65-74' above a row of tiny stick people.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230628_2ea7536e-9dc0-4441-929d-ab8956ca78f4.png
14,00:32,00:36,014_00-32_00-36.png,nano_banana,"Huge text '$200,000' with a 'FED DATA' tag and a coin stack.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230630_4f851cea-4261-4970-b00d-4fe3999bb001.png
15,00:36,00:37,015_00-36_00-37.png,nano_banana,"'$1,000,000' crossed out with a big black X.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230631_793f79c1-b567-4ee7-ab13-405494bbd014.png
16,00:37,00:39,016_00-37_00-39.png,nano_banana,"Huge bold text '$200,000' alone.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230633_ca9edda0-5c88-4770-8f13-0754d32e3f99.png
17,00:39,00:44,017_00-39_00-44.png,nano_banana_pro,"The man with arms spread wide, happy, sparkles and tiny happy people behind him.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230646_440e5d4d-42fa-44a4-bdd8-e2b99a856fe2.png
18,00:44,00:45,018_00-44_00-45.png,nano_banana_pro,The man giving a big cheerful thumbs up.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230648_6f76d6b2-ca68-49a3-ba8e-9b412b5c9c4a.png
19,00:45,00:47,019_00-45_00-47.png,nano_banana_pro,"The man holding an open wallet with bills and a checkmark, content.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230651_70892157-11b7-4882-96c1-b47037426df4.png
20,00:47,00:50,020_00-47_00-50.png,nano_banana_pro,The man tapping his temple with a knowing smile and a small lightbulb.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230653_d24c09ff-715c-431e-933b-03bbc1407bbb.png
21,00:50,00:55,021_00-50_00-55.png,nano_banana_pro,"The man pointing at a giant '$1,000,000' cracking and breaking apart.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230655_7026008d-2e6b-463d-b6ce-3706ed6e139b.png
22,00:55,00:58,022_00-55_00-58.png,nano_banana_pro,The man beside a big downward arrow over a shrinking pile of coins labeled 'EXPENSES'.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231612_62757a36-652a-49e1-b014-be563ee837c1.png
23,00:58,01:07,023_00-58_01-07.png,nano_banana,"Big text '-$2,000 / MONTH' with a downward arrow and 'AFTER RETIREMENT' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230659_591d1292-af9d-4ee2-a119-42500c1781be.png
24,01:07,01:08,024_01-07_01-08.png,nano_banana_pro,The man shrugging with palms up and a big '?' above his head.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230701_11166870-c79d-49e5-bde9-40133d599a9f.png
25,01:08,01:12,025_01-08_01-12.png,nano_banana_pro,The man pointing at a sign reading 'WORK TAX' with a dollar sign.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230715_20296963-2a2b-4a9a-a6a9-6e4f49109a3b.png
26,01:12,01:17,026_01-12_01-17.png,nano_banana_pro,"The man shocked as coins fly out of his open wallet, '$$$' and a 'YOUR JOB' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230717_c0d11217-e7e3-46cb-bf2e-a67cdc3640bd.png
27,01:17,01:18,027_01-17_01-18.png,nano_banana_pro,"The man holding up one finger, thoughtful, a small lightbulb.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230719_b2a87f82-1632-4263-868f-8ebdead35c44.png
28,01:18,01:19,028_01-18_01-19.png,nano_banana_pro,"The man stuck in a tiny car in traffic, annoyed, a 'COMMUTE' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230722_d4da34da-cb5a-4c8e-b731-c815d86be25c.png
29,01:19,01:20,029_01-19_01-20.png,nano_banana,A gas pump dripping a dollar sign into a money puddle.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230724_dfd54582-357b-4307-93b5-9f50962595e2.png
30,01:20,01:21,030_01-20_01-21.png,nano_banana,"A little car with a wrench and a floating dollar sign, maintenance costs.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230725_b5bfb137-5819-4c04-992a-9fd3b0659bb9.png
31,01:21,01:22,031_01-21_01-22.png,nano_banana,A toll booth gate with a dollar-sign sign.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230727_7eb81e9e-7de6-4dbe-a198-0c052509847d.png
32,01:22,01:25,032_01-22_01-25.png,nano_banana,"Big text '$1,000s / YEAR' with coins draining into a hole.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230728_27128920-f72c-4a33-ab31-5d889a49067c.png
33,01:25,01:31,033_01-25_01-31.png,nano_banana_pro,"The man holding a dry-cleaning suit on a hanger and a takeout lunch box, '$$$' around him.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230742_a6985039-3db6-4e74-b511-80fcce8c7961.png
34,01:31,01:36,034_01-31_01-36.png,nano_banana_pro,"The man exhausted with a sweat drop, a clock reading '50 HRS', paying '$' for convenience.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230745_c5e24af3-b1e7-42f6-9dab-c3f7fd062911.png
35,01:36,01:38,035_01-36_01-38.png,nano_banana_pro,The man relaxed as a cloud of '$$$' costs poofs and vanishes beside him.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230747_f65bb25e-4acd-4bc0-9564-1a73072d1d38.png
36,01:39,01:48,036_01-39_01-48.png,nano_banana,Big text '55-80%' with a 'REPLACE INCOME' tag and 'FIDELITY'.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230748_68d75a21-2583-4dfe-ac1e-0805ac05f91a.png
37,01:48,01:57,037_01-48_01-57.png,nano_banana,"Text '$75,000' with an arrow to '$45,000' and a '= SAME LIFE' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230750_96817d4e-dd64-4243-a67b-bd1c06a78632.png
38,01:57,02:03,038_01-57_02-03.png,nano_banana_pro,"The man leaning in interested, rubbing his hands, '!' marks around him.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230753_770da2c8-dfc9-443d-a72e-685895e9e270.png
39,02:03,02:07,039_02-03_02-07.png,nano_banana_pro,The man pointing at an envelope with a check labeled 'SOCIAL SECURITY'.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230755_009d2e93-c3ca-43f6-9fb1-77e5614a73de.png
40,02:07,02:12,040_02-07_02-12.png,nano_banana_pro,"The man beside a treasure chest of coins labeled 'SOCIAL SECURITY', an 'ASSET' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230756_8136f427-6bb4-4c85-a958-f65764e7e401.png
41,02:12,02:21,041_02-12_02-21.png,nano_banana,"Big text '$2,000+ / MONTH' with an 'SSA 2026' tag and a coin.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230810_c7775e27-f140-4b67-894c-521770d88849.png
42,02:22,02:29,042_02-22_02-29.png,nano_banana_pro,"The man and his partner together, '$4,000 / MONTH' and '~$50K / YR' above them.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230813_b01f1e1e-de64-4139-92c8-eb6fdd31f6ac.png
43,02:29,02:35,043_02-29_02-35.png,nano_banana,Text '4% RULE' next to a round pie chart with one slice highlighted.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230814_c93a8b56-8087-47ff-b97b-7fe4ac69b3ed.png
44,02:35,02:42,044_02-35_02-42.png,nano_banana,"Big equation '$50,000 / YR / 4% = $1.2M'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230816_b85baa17-4fa5-48fc-b1dd-d57582ad2df3.png
45,02:42,02:49,045_02-42_02-49.png,nano_banana_pro,The man holding a giant egg in a nest labeled '$1.2M NEST EGG' with a shield badge.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230819_9956f816-76d1-4afe-825c-9c0e83c54861.png
46,02:49,02:52,046_02-49_02-52.png,nano_banana_pro,"The man standing confidently on a block labeled 'FOUNDATION', a 'NOT FROM 0' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230821_097b10ea-7464-4436-b280-c9d26e5a0654.png
47,02:53,03:00,047_02-53_03-00.png,nano_banana_pro,"The man firm on a brick foundation while tiny experts wave a '$1,000,000' sign he ignores.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230824_dfd51994-c713-4b79-9bc4-3945675c1193.png
48,03:00,03:06,048_03-00_03-06.png,nano_banana_pro,"The man rolling up his sleeves, determined, a 'YOUR STRATEGY' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231615_0cef4ec0-fda0-4e71-b9ee-f3903ad83f8d.png
49,03:06,03:12,049_03-06_03-12.png,nano_banana_pro,The man pointing at a U-shaped smile curve labeled 'SPENDING SMILE'.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230840_bf07b2f8-9431-49ff-95f0-508dc0eb3b4f.jpeg
50,03:13,03:20,050_03-13_03-20.png,nano_banana_pro,"The man as an energetic traveler with a suitcase and sun, tags '65-75' and 'TRAVEL'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230842_1191103e-78b1-47c6-aeb9-239731e3690a.png
51,03:20,03:24,051_03-20_03-24.png,nano_banana_pro,"The man walking slower, tag '75-85' with a small downward arrow.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230845_50cad416-d97e-49ba-8c07-c73a8de8d035.png
52,03:24,03:27,052_03-24_03-27.png,nano_banana_pro,"The man sitting calmly in an armchair, tag '85+'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230847_dac98f56-60b4-4cc8-8fe9-3a0f55fa8f4e.png
53,03:27,03:32,053_03-27_03-32.png,nano_banana,A long flat dashed line labeled '30 YEARS' with 'FLAT' crossed out by a black X.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230849_104fb6f3-d56f-47fb-9675-56fe375e6fba.png
54,03:32,03:34,054_03-32_03-34.png,nano_banana,"A wobbly line sloping gently downward with an arrow, labeled 'CURVES DOWN'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230850_9c77605f-b166-4bb2-af03-731b1df8614e.png
55,03:34,03:40,055_03-34_03-40.png,nano_banana_pro,The man pointing at a 'NEED LESS' sign beside a shrinking money pile.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230853_2d6806d1-1332-4ea1-a63b-65bf87845b16.png
56,03:40,03:42,056_03-40_03-42.png,nano_banana_pro,The man worried with a '?' beside a small red medical cross.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230854_37140639-a33d-4263-84d6-b4cb22f51b82.png
57,03:42,03:46,057_03-42_03-46.png,nano_banana_pro,"The man trapped, handcuffed to a heavy briefcase labeled 'JOB'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230908_0e699327-d460-4242-a5d6-1bae1e3da824.png
58,03:46,03:56,058_03-46_03-56.png,nano_banana_pro,"The man holding a 'MEDICARE' card, an umbrella over '65' and a capped dollar sign.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230910_338a88d8-d4a7-48c5-ab0f-2acd95007f3e.png
59,03:56,04:00,059_03-56_04-00.png,nano_banana,A clipboard labeled 'KAISER FAMILY FOUNDATION' with a green checkmark.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230912_16caa38c-c91b-44ed-864e-b6d323f3fc2e.png
60,04:00,04:04,060_04-00_04-04.png,nano_banana_pro,"The man waving off a small not-scary monster labeled 'HEALTHCARE FEAR', slight smile.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230914_44091b60-c3f2-4254-a828-48542cbc8fb2.png
61,04:04,04:07,061_04-04_04-07.png,nano_banana_pro,The man pointing at a 'MEDICARE' gate swinging open with a '65' sign.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230917_bd376c4a-d815-4223-b89c-98518776f362.png
62,04:07,04:11,062_04-07_04-11.png,nano_banana_pro,"The man pulling down a big lever labeled 'LEVER', a sparkle of power.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231617_f9fb7d38-2e31-418c-ac95-38b7fd711718.png
63,04:11,04:17,063_04-11_04-17.png,nano_banana_pro,"The man with a thought bubble: a dollar sign not coming only from a piggy bank, a '?'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230922_65e92561-7887-4106-85a5-f865cc853104.png
64,04:17,04:27,064_04-17_04-27.png,nano_banana_pro,"The man painting at an easel, enjoying a hobby, tag '$500 / MONTH'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230924_b0a9ba53-387e-4fdb-9529-83ebf07c0708.png
65,04:27,04:37,065_04-27_04-37.png,nano_banana,"Text '$500 / MO' with an arrow to a box '= $150,000' brokerage account.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230936_7e5e22d4-d2aa-478a-888a-922ac24bc165.png
66,04:37,04:45,066_04-37_04-45.png,nano_banana,"Text '$125 / WEEK' with an arrow to huge '$100,000+'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230938_37eb6d63-8159-4885-9dc8-11e30ead77bb.png
67,04:45,04:47,067_04-45_04-47.png,nano_banana_pro,"The man pointing at a little house, a 'HOUSING' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230940_f033fc3c-680a-45db-b9b1-de9be08b28d4.png
68,04:48,04:56,068_04-48_04-56.png,nano_banana_pro,The man strained beside a house dragged down by an anchor labeled 'PROPERTY TAX $$$'.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230943_0f7a8d3e-7752-459e-acdb-75824b7c8fd3.png
69,04:56,05:05,069_04-56_05-05.png,nano_banana_pro,"The man swapping a big house for a small house, coins released, a 'DOWNSIZE' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230945_41f953e8-694f-43ba-a5a0-ecc30eced53f.png
70,05:05,05:10,070_05-05_05-10.png,nano_banana,A small house with an arrow to '10 YEARS' and a coin stack.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230946_1dbbe712-0b31-45ae-abb5-aec26de9969e.png
71,05:10,05:14,071_05-10_05-14.png,nano_banana_pro,"The man pointing one finger up, a 'REFRAME' tag and a big '!'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231619_fc954d84-0dd3-46f0-920c-c3a1bf5e5206.png
72,05:14,05:17,072_05-14_05-17.png,nano_banana,A spreadsheet grid with a magic 'NUMBER' cell crossed out by a black X.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_230950_260d03c0-4a7a-476d-aba0-c6ec92ed88fb.png
73,05:17,05:21,073_05-17_05-21.png,nano_banana_pro,"The man between a 'MONEY IN' arrow and a 'SPENDING' arrow, showing the gap.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231004_b23eb18d-9ccc-49b6-9e72-56019cefa2fb.png
74,05:21,05:33,074_05-21_05-33.png,nano_banana_pro,"The man juggling four balls labeled 'WORK TAX', 'SOC SEC', 'HOUSING', 'HEALTH'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231006_ec50a757-4fdf-413c-9bd0-d69936b8b711.png
75,05:33,05:38,075_05-33_05-38.png,nano_banana_pro,The man smiling as a 'GAP' closes shut while a tiny salesman frowns.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231008_574fd091-43a5-428a-9abf-e0a1d14dd6a3.png
76,05:38,05:45,076_05-38_05-45.png,nano_banana_pro,"The man relaxing in a comfy chair, content, a '$200,000' tag.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231011_498067dc-ee7a-4032-9c83-56b87af2be53.png
77,05:45,05:49,077_05-45_05-49.png,nano_banana,"A four-leaf clover and a 'SECRET STRATEGY' scroll, both crossed out with black X's.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231013_da383c9c-8273-4b2f-adc5-2a63a9c9c5c0.png
78,05:49,05:56,078_05-49_05-56.png,nano_banana_pro,"The man walking away from a scary '$1,000,000' toward a small house labeled 'HAPPY LIFE'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231015_6417e370-9ad3-4d31-b00f-a528347098c2.png
79,05:56,06:01,079_05-56_06-01.png,nano_banana_pro,"The man hopeful as a finish-line flag stands surprisingly close, 'CLOSER THAN YOU THINK'.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231018_47c00614-f246-4739-887f-7d3fd162f2d0.png
80,06:01,06:05,080_06-01_06-05.png,nano_banana_pro,"The man holding a bent crooked ruler labeled 'WRONG RULER', puzzled.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231019_906ee2b0-a395-438d-ac45-e3426da33cef.png
81,06:05,06:07,081_06-05_06-07.png,nano_banana_pro,"The man pointing directly at the viewer, a small 'YOU?' speech bubble.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231034_b732cd4d-3b26-465e-9307-b7d49748d9b6.png
82,06:07,06:09,082_06-07_06-09.png,nano_banana_pro,The man pointing down at a comment box labeled 'COMMENTS'.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231036_a9de3033-47fa-4842-ba24-4b7d057a0904.png
83,06:09,06:16,083_06-09_06-16.png,nano_banana_pro,"The man with a thought bubble showing a blank '$____ / MONTH', thinking.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231038_29c60f53-0a29-4fea-84f7-0aed8bf43c6b.png
84,06:16,06:18,084_06-16_06-18.png,nano_banana,Text 'EXPERT NUMBER' crossed out with a big black X.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231040_2d7de46f-071c-4472-86f7-38073574c602.png
85,06:18,06:19,085_06-18_06-19.png,nano_banana,Text 'YOUR NUMBER' circled with an arrow pointing at it.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231042_0318234b-10b6-40e3-aada-34497215fccc.png
86,06:19,06:23,086_06-19_06-23.png,nano_banana_pro,"The man gesturing with both hands open, a 'CHANGES EVERYTHING' sparkle.",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231044_7d5ee35d-e840-47b8-9af4-91ccc472afa0.png
87,06:23,06:25,087_06-23_06-25.png,nano_banana_pro,The man waving goodbye with a big smile and a 'SUBSCRIBE' thumbs-up button.,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260614_231046_97787bd9-1724-47ba-836d-50ad79391b69.png
